simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
623,3,4,P11|P6,P3|P9,P12|P16,true
623,8,9,P1|P19,P18|P6,P16|P8,true
623,9,10,P16|P8,P1|P19,P7|P9,true
626,5,6,P1|P2,P14|P3,P14|P19,true
626,8,9,P13|P8,P2|P5,P16|P20,true
628,2,3,P1|P8,P20|P9,P17|P19,true
635,5,6,P2|P3,P13|P14,P15|P16,true
635,8,9,P11|P8,P15|P9,P18|P4,true
636,4,5,P12|P4,P5|P9,P15|P16,true
637,3,4,P13|P3,P12|P14,P15|P8,true
637,4,5,P1|P11,P5|P9,P10|P18,true
637,6,7,P3|P9,P6|P8,P16|P19,true
637,7,8,P14|P8,P4|P5,P18|P9,true
642,6,7,P11|P5,P15|P7,P14|P8,true
642,9,10,P1|P12,P18|P19,P19|P7,true
642,9,10,P11|P20,P17|P4,P2|P6,true
643,9,10,P16|P6,P1|P18,P11|P5,true
644,9,10,P5|P8,P3|P9,P19|P20,true
645,4,5,P17|P5,P15|P8,P4|P7,true
646,3,4,P10|P14,P2|P3,P15|P17,true
649,8,9,P17|P3,P6|P7,P2|P4,true
652,5,6,P18|P7,P1|P19,P2|P4,true
656,8,9,P15|P20,P4|P9,P3|P5,true
657,8,9,P5|P8,P12|P9,P14|P17,true
658,8,9,P18|P2,P11|P14,P10|P16,true
