simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
829,4,5,P11|P14,P3|P5,P19|P9,true
830,6,7,P17|P8,P13|P20,P19|P2,true
835,6,7,P11|P7,P13|P4,P1|P2,true
838,4,5,P10|P15,P18|P9,P3|P7,true
839,2,3,P18|P4,P20|P7,P10|P8,true
839,9,10,P10|P7,P1|P12,P12|P8,true
840,5,6,P11|P16,P15|P6,P2|P8,true
847,2,3,P14|P3,P12|P5,P18|P20,true
848,6,7,P20|P3,P2|P5,P11|P19,true
854,3,4,P13|P9,P10|P6,P3|P8,true
855,7,8,P11|P19,P1|P20,P10|P16,true
856,3,4,P19|P8,P1|P12,P6|P7,true
856,7,8,P10|P14,P16|P19,P13|P9,true
857,1,2,P14|P19,P13|P6,P11|P9,true
857,4,5,P20|P7,P10|P19,P2|P6,true
859,3,4,P13|P20,P19|P6,P1|P9,true
860,1,2,P14|P8,P16|P4,P5|P6,true
860,8,9,P11|P13,P18|P2,P19|P7,true
860,9,10,P2|P3,P1|P14,P15|P16,true
862,2,3,P10|P6,P13|P17,P14|P15,true
862,3,4,P16|P9,P13|P18,P12|P20,true
862,7,8,P10|P11,P13|P16,P5|P7,true
863,8,9,P1|P12,P7|P9,P14|P6,true
866,5,6,P14|P17,P1|P7,P13|P16,true
871,1,2,P14|P17,P12|P20,P10|P2,true
872,2,3,P11|P12,P1|P16,P19|P20,true
872,7,8,P2|P4,P11|P16,P14|P16,true
873,6,7,P4|P8,P2|P7,P15|P20,true
874,6,7,P10|P17,P11|P4,P4|P9,true
877,1,2,P19|P8,P14|P4,P17|P7,true
877,4,5,P3|P9,P16|P7,P11|P20,true
880,5,6,P16|P17,P10|P12,P11|P8,true
881,3,4,P14|P20,P4|P6,P15|P7,true
882,6,7,P14|P15,P16|P19,P12|P2,true
884,6,7,P12|P9,P17|P20,P6|P7,true
884,7,8,P10|P5,P1|P18,P15|P18,true
884,8,9,P20|P3,P1|P12,P1|P2,true
886,7,8,P10|P5,P11|P4,P13|P6,true
891,6,7,P2|P8,P1|P19,P20|P4,true
898,6,7,P18|P9,P17|P4,P16|P8,true
899,2,3,P19|P5,P4|P8,P16|P3,true
900,9,10,P20|P8,P1|P10,P15|P9,true
902,2,3,P19|P9,P1|P14,P13|P7,true
908,4,5,P1|P4,P7|P9,P15|P17,true
908,6,7,P5|P8,P20|P6,P15|P4,true
913,5,6,P12|P7,P13|P6,P4|P5,true
919,8,9,P15|P9,P13|P2,P2|P3,true
921,3,4,P12|P14,P16|P17,P7|P8,true
922,8,9,P1|P17,P10|P8,P16|P5,true
922,9,10,P13|P7,P19|P6,P19|P5,true
923,1,2,P10|P13,P14|P3,P15|P17,true
923,5,6,P12|P5,P11|P13,P14|P4,true
926,6,7,P14|P18,P10|P13,P11|P5,true
926,7,8,P10|P17,P15|P2,P12|P8,true
929,2,3,P10|P6,P2|P8,P14|P7,true
929,7,8,P12|P13,P17|P7,P14|P18,true
931,3,4,P19|P4,P13|P5,P15|P20,true
931,6,7,P17|P6,P11|P12,P2|P9,true
932,5,6,P16|P6,P3|P9,P12|P5,true
933,3,4,P5|P6,P10|P12,P14|P15,true
934,1,2,P18|P6,P12|P3,P10|P7,true
934,4,5,P1|P2,P19|P5,P10|P14,true
939,7,8,P13|P3,P6|P8,P15|P6,true
946,5,6,P17|P4,P10|P14,P1|P12,true
946,6,7,P19|P7,P20|P6,P1|P20,true
950,6,7,P12|P16,P13|P3,P10|P9,true
950,9,10,P11|P17,P10|P3,P19|P5,true
953,3,4,P19|P6,P18|P7,P13|P9,true
955,5,6,P20|P7,P4|P6,P3|P8,true
955,5,6,P3|P8,P13|P19,P20|P7,true
956,8,9,P1|P20,P11|P6,P13|P2,true
957,1,2,P19|P4,P18|P7,P11|P16,true
959,1,2,P17|P18,P16|P7,P11|P14,true
962,2,3,P15|P9,P2|P7,P10|P5,true
962,5,6,P2|P6,P1|P4,P12|P4,true
962,9,10,P13|P17,P15|P2,P19|P7,true
963,5,6,P16|P17,P8|P9,P14|P9,true
966,9,10,P16|P18,P1|P15,P1|P19,true
967,4,5,P5|P6,P19|P8,P11|P13,true
970,3,4,P7|P9,P11|P13,P15|P5,true
971,1,2,P12|P15,P2|P20,P3|P6,true
971,8,9,P16|P20,P15|P7,P19|P6,true
974,7,8,P3|P5,P1|P16,P15|P19,true
977,3,4,P12|P14,P10|P19,P15|P19,true
980,2,3,P1|P14,P10|P11,P16|P17,true
981,7,8,P1|P2,P17|P19,P11|P9,true
983,3,4,P1|P12,P11|P19,P13|P20,true
983,9,10,P5|P9,P12|P16,P14|P16,true
984,5,6,P15|P5,P18|P8,P10|P14,true
984,8,9,P12|P20,P16|P4,P17|P3,true
986,2,3,P16|P6,P17|P19,P7|P9,true
987,2,3,P2|P4,P13|P3,P12|P15,true
987,6,7,P13|P4,P17|P5,P16|P20,true
987,9,10,P7|P9,P15|P19,P4|P8,true
990,2,3,P18|P20,P13|P4,P15|P2,true
992,6,7,P17|P9,P10|P5,P11|P3,true
992,7,8,P5|P8,P1|P15,P2|P20,true
993,3,4,P3|P8,P4|P5,P12|P13,true
994,8,9,P10|P18,P13|P5,P12|P19,true
994,8,9,P12|P19,P11|P2,P10|P18,true
994,8,9,P1|P20,P3|P7,P5|P6,true
996,9,10,P17|P9,P13|P16,P14|P6,true
999,7,8,P17|P19,P14|P15,P3|P5,true
1000,8,9,P19|P20,P3|P5,P10|P5,true
1001,7,8,P2|P7,P12|P4,P10|P8,true
1003,6,7,P14|P9,P17|P3,P11|P8,true
1005,9,10,P11|P2,P20|P4,P14|P19,true
1006,6,7,P6|P7,P13|P18,P14|P17,true
1007,8,9,P10|P17,P12|P2,P11|P14,true
1008,1,2,P10|P18,P3|P9,P11|P13,true
1009,2,3,P10|P8,P13|P19,P14|P17,true
1009,9,10,P11|P13,P16|P20,P18|P2,true
1010,6,7,P11|P9,P18|P19,P16|P17,true
1011,3,4,P11|P2,P16|P20,P10|P6,true
1011,8,9,P17|P8,P14|P18,P15|P19,true
1011,9,10,P17|P8,P15|P19,P16|P7,true
1012,9,10,P1|P12,P15|P3,P11|P9,true
1013,4,5,P2|P4,P13|P19,P15|P17,true
1013,7,8,P6|P9,P19|P20,P16|P8,true
1016,9,10,P7|P9,P6|P8,P1|P3,true
1017,4,5,P15|P5,P7|P8,P14|P4,true
1018,2,3,P1|P7,P11|P15,P10|P9,true
1019,1,2,P14|P7,P12|P15,P1|P2,true
1020,2,3,P16|P8,P12|P17,P10|P3,true
1021,4,5,P4|P7,P12|P6,P14|P20,true
1021,5,6,P5|P6,P2|P9,P17|P8,true
1022,4,5,P13|P15,P2|P9,P12|P9,true
1022,8,9,P1|P3,P2|P4,P19|P8,true
1023,1,2,P13|P4,P2|P6,P17|P18,true
1023,3,4,P3|P5,P17|P8,P14|P9,true
1023,7,8,P1|P10,P18|P4,P11|P2,true
1027,2,3,P3|P7,P20|P5,P1|P2,true
1027,9,10,P18|P6,P10|P17,P19|P5,true
1029,2,3,P12|P5,P15|P7,P17|P19,true
1029,4,5,P20|P6,P15|P9,P11|P4,true
1030,3,4,P10|P3,P19|P5,P16|P20,true
1031,8,9,P14|P5,P15|P17,P15|P19,true
1032,7,8,P13|P20,P3|P5,P7|P9,true
1033,2,3,P10|P19,P16|P2,P3|P6,true
1033,3,4,P18|P7,P11|P14,P10|P3,true
1034,4,5,P14|P15,P12|P4,P13|P9,true
1034,8,9,P15|P18,P13|P4,P1|P9,true
1037,8,9,P1|P20,P7|P9,P18|P9,true
1039,6,7,P11|P8,P17|P3,P3|P6,true
1042,1,2,P15|P7,P11|P16,P17|P20,true
1043,6,7,P12|P14,P15|P16,P13|P19,true
1047,4,5,P1|P10,P15|P20,P11|P2,true
1049,6,7,P19|P20,P1|P18,P8|P9,true
1050,8,9,P1|P14,P16|P5,P16|P9,true
1054,2,3,P1|P9,P11|P16,P13|P7,true
1058,1,2,P11|P4,P3|P7,P10|P12,true
1058,3,4,P8|P9,P13|P14,P18|P20,true
1059,2,3,P19|P2,P12|P18,P20|P9,true
1059,5,6,P16|P8,P10|P20,P14|P20,true
1059,7,8,P5|P7,P13|P2,P17|P8,true
1060,3,4,P11|P7,P19|P8,P1|P12,true
1061,3,4,P1|P8,P20|P7,P16|P6,true
1061,5,6,P1|P5,P18|P2,P11|P7,true
1064,9,10,P1|P19,P12|P3,P13|P9,true
1066,5,6,P12|P16,P3|P5,P19|P20,true
1067,4,5,P14|P2,P10|P5,P12|P13,true
1069,7,8,P14|P16,P5|P6,P12|P18,true
1069,9,10,P16|P17,P11|P8,P5|P7,true
1073,1,2,P12|P19,P13|P7,P2|P8,true
1075,6,7,P10|P3,P1|P15,P4|P6,true
1076,2,3,P12|P19,P14|P3,P18|P20,true
1076,6,7,P4|P8,P14|P15,P16|P7,true
1078,4,5,P1|P20,P2|P3,P17|P19,true
1079,3,4,P18|P7,P16|P2,P12|P4,true
1079,6,7,P13|P8,P1|P14,P15|P18,true
1079,9,10,P17|P6,P2|P8,P19|P3,true
1082,4,5,P10|P16,P12|P19,P11|P3,true
1083,2,3,P1|P6,P13|P16,P11|P15,true
1083,7,8,P14|P3,P6|P7,P18|P20,true
1086,7,8,P11|P3,P19|P9,P15|P5,true
1088,4,5,P11|P16,P19|P4,P4|P9,true
1090,3,4,P11|P9,P16|P3,P10|P20,true
1090,6,7,P1|P20,P17|P2,P5|P6,true
1091,9,10,P18|P3,P10|P14,P12|P6,true
1092,2,3,P16|P3,P7|P9,P17|P18,true
1092,8,9,P17|P9,P19|P6,P12|P5,true
1093,5,6,P17|P7,P4|P6,P11|P6,true
1096,2,3,P14|P8,P15|P9,P10|P6,true
1099,8,9,P10|P3,P15|P4,P12|P9,true
1100,2,3,P15|P20,P13|P3,P1|P14,true
1100,5,6,P12|P2,P3|P4,P16|P20,true
1104,2,3,P12|P4,P7|P8,P14|P19,true
1104,8,9,P11|P20,P15|P4,P6|P9,true
1104,9,10,P12|P7,P15|P17,P1|P6,true
1105,2,3,P13|P8,P3|P7,P15|P18,true
1108,3,4,P13|P18,P1|P2,P5|P8,true
1108,4,5,P2|P4,P11|P14,P17|P19,true
1109,2,3,P12|P7,P11|P16,P17|P20,true
1109,8,9,P10|P3,P2|P7,P5|P6,true
1110,2,3,P10|P12,P16|P7,P3|P8,true
1110,8,9,P12|P15,P18|P7,P13|P18,true
1115,1,2,P18|P19,P12|P6,P11|P4,true
1115,9,10,P13|P14,P11|P6,P4|P5,true
1115,9,10,P4|P5,P15|P20,P13|P14,true
1116,8,9,P12|P19,P18|P4,P11|P7,true
1117,3,4,P12|P16,P14|P7,P19|P5,true
1117,5,6,P14|P4,P18|P3,P1|P9,true
1117,7,8,P15|P20,P12|P14,P16|P18,true
1118,3,4,P12|P8,P1|P14,P3|P4,true
1118,7,8,P12|P5,P18|P20,P17|P6,true
1121,5,6,P14|P6,P5|P9,P20|P7,true
1122,1,2,P15|P9,P1|P16,P17|P18,true
1122,8,9,P12|P4,P10|P2,P3|P9,true
1124,9,10,P2|P7,P18|P9,P11|P16,true
1126,7,8,P1|P9,P12|P20,P15|P16,true
1128,9,10,P16|P18,P12|P6,P11|P17,true
1129,4,5,P15|P5,P16|P7,P13|P14,true
1129,5,6,P7|P9,P1|P2,P15|P8,true
1130,6,7,P11|P8,P12|P15,P20|P5,true
1132,5,6,P15|P6,P1|P17,P1|P13,true
1133,1,2,P16|P20,P1|P2,P10|P6,true
1134,5,6,P1|P20,P4|P7,P18|P7,true
1134,6,7,P19|P5,P16|P9,P13|P6,true
1135,7,8,P1|P5,P14|P8,P10|P13,true
1136,1,2,P13|P7,P12|P5,P19|P20,true
1136,4,5,P12|P9,P11|P2,P19|P20,true
1137,6,7,P17|P5,P10|P13,P14|P19,true
1137,6,7,P14|P19,P4|P8,P17|P5,true
1137,7,8,P18|P20,P15|P7,P11|P4,true
1139,3,4,P18|P20,P11|P6,P17|P3,true
1139,7,8,P15|P8,P18|P2,P4|P9,true
1144,3,4,P4|P7,P13|P2,P20|P3,true
1144,4,5,P4|P7,P20|P3,P10|P19,true
1146,5,6,P6|P9,P16|P18,P7|P8,true
1148,6,7,P12|P19,P16|P5,P15|P4,true
1149,3,4,P16|P17,P13|P19,P11|P12,true
1149,9,10,P10|P12,P13|P17,P3|P5,true
1151,5,6,P16|P19,P11|P12,P10|P6,true
1151,7,8,P18|P5,P12|P17,P15|P20,true
1151,8,9,P3|P7,P10|P8,P20|P6,true
1158,7,8,P2|P5,P14|P15,P10|P16,true
1159,7,8,P5|P8,P14|P19,P15|P4,true
1160,2,3,P10|P18,P1|P14,P16|P3,true
1164,5,6,P11|P20,P14|P15,P17|P8,true
1164,9,10,P12|P9,P3|P8,P17|P19,true
1165,5,6,P14|P15,P18|P8,P10|P5,true
1166,6,7,P2|P9,P5|P8,P1|P4,true
1168,7,8,P1|P7,P11|P18,P15|P18,true
1174,1,2,P11|P4,P14|P8,P19|P20,true
1176,9,10,P15|P17,P10|P2,P13|P20,true
1177,1,2,P14|P16,P18|P3,P11|P13,true
1179,5,6,P1|P4,P6|P8,P16|P6,true
1180,3,4,P18|P5,P4|P8,P3|P6,true
1181,3,4,P11|P16,P12|P6,P13|P3,true
1181,4,5,P6|P7,P14|P19,P13|P8,true
1182,2,3,P12|P14,P11|P18,P10|P2,true
1183,9,10,P3|P9,P6|P7,P15|P8,true
1184,7,8,P14|P20,P10|P4,P3|P5,true
1184,8,9,P2|P9,P10|P16,P6|P8,true
1184,8,9,P13|P17,P12|P7,P20|P5,true
1187,1,2,P10|P7,P19|P8,P13|P14,true
1187,2,3,P16|P6,P1|P12,P18|P5,true
1187,6,7,P10|P6,P11|P12,P2|P3,true
1188,1,2,P2|P4,P18|P7,P8|P9,true
1188,6,7,P15|P18,P14|P3,P3|P9,true
1190,6,7,P10|P12,P20|P7,P14|P19,true
1192,3,4,P16|P20,P3|P6,P13|P6,true
1192,9,10,P14|P3,P15|P19,P20|P7,true
1193,2,3,P1|P10,P16|P5,P15|P4,true
1193,2,3,P15|P4,P12|P13,P1|P10,true
1194,2,3,P2|P3,P16|P6,P12|P16,true
1196,3,4,P17|P8,P19|P7,P1|P11,true
1197,4,5,P2|P8,P16|P7,P15|P9,true
1197,6,7,P15|P20,P16|P17,P18|P5,true
1197,7,8,P18|P5,P15|P20,P11|P12,true
1198,2,3,P10|P19,P12|P16,P1|P8,true
1200,4,5,P16|P18,P15|P17,P11|P3,true
1200,9,10,P11|P13,P1|P6,P19|P5,true
1208,4,5,P11|P8,P7|P9,P10|P2,true
1210,5,6,P1|P5,P15|P16,P13|P6,true
1211,8,9,P20|P7,P17|P5,P12|P3,true
1215,3,4,P14|P16,P1|P11,P20|P9,true
1216,3,4,P1|P5,P2|P9,P18|P7,true
1216,3,4,P18|P7,P14|P19,P1|P5,true
1216,8,9,P5|P6,P11|P19,P10|P18,true
1217,6,7,P10|P11,P13|P16,P19|P7,true
1223,2,3,P12|P13,P20|P4,P4|P8,true
1223,7,8,P10|P8,P13|P20,P11|P2,true
1224,3,4,P14|P3,P10|P4,P17|P7,true
1224,4,5,P11|P12,P16|P5,P20|P6,true
1224,9,10,P14|P7,P12|P18,P5|P8,true
1228,6,7,P13|P16,P1|P11,P3|P6,true
1229,5,6,P13|P16,P20|P5,P19|P6,true
1230,3,4,P14|P17,P12|P7,P18|P3,true
1234,9,10,P6|P7,P14|P8,P13|P9,true
1235,2,3,P3|P4,P14|P2,P15|P5,true
1236,7,8,P15|P6,P1|P3,P18|P19,true
1237,1,2,P13|P18,P15|P5,P8|P9,true
1238,9,10,P1|P19,P16|P18,P17|P2,true
1239,2,3,P1|P17,P16|P18,P6|P7,true
1243,7,8,P3|P4,P13|P8,P19|P7,true
1244,3,4,P19|P20,P4|P5,P11|P9,true
1244,5,6,P3|P8,P1|P2,P10|P15,true
1245,3,4,P1|P19,P14|P15,P10|P4,true
1245,7,8,P11|P12,P14|P16,P10|P4,true
1246,4,5,P13|P7,P14|P8,P10|P12,true
1246,4,5,P10|P12,P15|P4,P13|P7,true
1247,7,8,P10|P17,P11|P19,P15|P20,true
1249,9,10,P16|P5,P10|P20,P17|P4,true
1255,6,7,P13|P17,P19|P2,P10|P6,true
1256,9,10,P12|P9,P16|P18,P14|P17,true
1257,1,2,P4|P6,P2|P9,P1|P3,true
1258,2,3,P16|P20,P12|P14,P13|P7,true
1258,8,9,P14|P9,P10|P3,P19|P3,true
1260,2,3,P1|P5,P15|P18,P14|P17,true
1263,5,6,P5|P7,P15|P20,P6|P9,true
1264,8,9,P16|P8,P18|P9,P1|P12,true
1265,1,2,P15|P16,P13|P17,P10|P4,true
1267,7,8,P11|P12,P3|P9,P14|P2,true
1268,1,2,P15|P20,P12|P18,P1|P3,true
1269,9,10,P10|P7,P13|P8,P1|P17,true
1271,2,3,P13|P18,P2|P3,P19|P20,true
1272,2,3,P2|P20,P13|P15,P18|P9,true
1272,2,3,P18|P9,P1|P14,P2|P20,true
1276,5,6,P14|P16,P12|P13,P17|P19,true
1277,1,2,P2|P5,P10|P14,P16|P7,true
1277,8,9,P18|P6,P1|P15,P20|P8,true
1280,3,4,P19|P7,P15|P2,P1|P13,true
1280,7,8,P14|P20,P10|P17,P13|P8,true
1282,8,9,P16|P17,P1|P19,P10|P15,true
1283,8,9,P10|P18,P14|P9,P12|P5,true
1284,1,2,P14|P15,P18|P2,P4|P8,true
1285,1,2,P16|P17,P10|P4,P1|P8,true
1285,7,8,P1|P15,P12|P18,P17|P4,true
1293,2,3,P16|P19,P15|P20,P2|P4,true
1294,5,6,P14|P17,P18|P6,P7|P9,true
1299,5,6,P14|P17,P20|P4,P12|P3,true
1303,3,4,P17|P20,P13|P6,P12|P13,true
1304,6,7,P11|P13,P14|P5,P1|P7,true
1305,5,6,P11|P17,P14|P19,P1|P10,true
1306,9,10,P6|P8,P16|P3,P12|P7,true
1308,8,9,P2|P7,P13|P20,P19|P8,true
1309,6,7,P16|P17,P20|P5,P10|P14,true
1310,4,5,P4|P7,P10|P14,P13|P17,true
1310,6,7,P11|P12,P10|P13,P8|P9,true
1311,2,3,P4|P9,P1|P3,P17|P18,true
1311,6,7,P13|P3,P12|P9,P20|P6,true
1311,7,8,P4|P8,P14|P5,P15|P20,true
1317,4,5,P15|P18,P17|P5,P5|P8,true
1317,9,10,P10|P3,P20|P5,P1|P19,true
1320,3,4,P14|P19,P2|P7,P11|P13,true
1320,6,7,P14|P2,P17|P8,P20|P5,true
1324,2,3,P6|P7,P12|P17,P8|P9,true
1325,7,8,P11|P3,P1|P6,P15|P2,true
1326,4,5,P17|P7,P15|P19,P11|P12,true
1328,8,9,P10|P6,P13|P17,P12|P2,true
1329,1,2,P17|P2,P14|P4,P16|P6,true
1329,8,9,P20|P8,P12|P18,P17|P6,true
1334,1,2,P19|P9,P18|P4,P15|P2,true
1334,8,9,P10|P17,P16|P19,P11|P9,true
1334,9,10,P1|P5,P13|P14,P2|P20,true
1336,3,4,P11|P17,P15|P7,P14|P8,true
1339,8,9,P14|P3,P19|P5,P8|P9,true
1344,9,10,P2|P3,P15|P8,P20|P4,true
1345,2,3,P1|P2,P10|P18,P11|P7,true
1347,8,9,P12|P8,P2|P20,P16|P17,true
1347,9,10,P10|P15,P19|P20,P6|P8,true
1349,5,6,P14|P8,P15|P4,P2|P9,true
1350,8,9,P12|P16,P1|P13,P6|P7,true
1352,8,9,P10|P17,P6|P9,P20|P7,true
1354,2,3,P5|P6,P13|P19,P1|P11,true
1354,6,7,P13|P7,P16|P20,P1|P9,true
1354,8,9,P13|P4,P10|P2,P15|P20,true
1357,1,2,P12|P13,P10|P11,P15|P5,true
1358,3,4,P16|P4,P13|P18,P11|P2,true
1363,1,2,P12|P16,P11|P6,P10|P3,true
1365,2,3,P1|P14,P20|P4,P17|P18,true
1366,8,9,P14|P19,P16|P3,P4|P5,true
1370,9,10,P15|P18,P1|P8,P14|P2,true
1372,3,4,P1|P9,P11|P20,P5|P8,true
1372,7,8,P20|P9,P18|P8,P13|P4,true
1373,1,2,P3|P7,P16|P8,P11|P18,true
1373,8,9,P10|P14,P20|P5,P12|P13,true
1373,9,10,P2|P9,P19|P6,P3|P8,true
1375,1,2,P18|P20,P2|P3,P10|P16,true
1378,6,7,P12|P19,P11|P18,P5|P8,true
1378,6,7,P5|P8,P10|P2,P12|P19,true
1383,1,2,P11|P14,P10|P6,P2|P5,true
1385,5,6,P19|P8,P11|P17,P1|P5,true
1385,9,10,P11|P16,P18|P8,P15|P5,true
1389,6,7,P1|P7,P13|P17,P16|P2,true
1389,6,7,P16|P2,P15|P19,P1|P7,true
1389,9,10,P12|P8,P6|P9,P11|P15,true
1391,4,5,P19|P4,P2|P8,P1|P6,true
1392,3,4,P11|P6,P13|P8,P12|P7,true
1399,7,8,P1|P13,P10|P17,P2|P7,true
1400,3,4,P14|P19,P12|P8,P10|P3,true
1400,4,5,P15|P8,P11|P20,P18|P7,true
1403,9,10,P18|P19,P11|P17,P1|P9,true
1408,9,10,P1|P6,P11|P4,P10|P12,true
1409,3,4,P11|P17,P16|P2,P4|P7,true
1412,5,6,P13|P19,P12|P9,P16|P17,true
1412,7,8,P14|P18,P8|P9,P10|P7,true
1413,1,2,P19|P3,P14|P16,P17|P6,true
1414,9,10,P10|P3,P20|P7,P1|P12,true
1416,6,7,P13|P2,P10|P3,P14|P19,true
1418,7,8,P11|P19,P10|P9,P2|P5,true
1419,7,8,P3|P4,P2|P7,P18|P7,true
1427,7,8,P15|P9,P20|P7,P1|P12,true
1427,8,9,P17|P2,P10|P5,P4|P8,true
1428,7,8,P3|P5,P12|P13,P15|P19,true
1429,6,7,P3|P9,P5|P8,P10|P7,true
1431,6,7,P8|P9,P18|P4,P12|P6,true
1431,8,9,P11|P14,P16|P5,P18|P7,true
1437,2,3,P14|P9,P17|P19,P15|P19,true
1437,9,10,P11|P20,P19|P9,P1|P2,true
1443,1,2,P12|P9,P14|P20,P1|P7,true
1444,2,3,P18|P6,P10|P15,P16|P3,true
1444,4,5,P2|P8,P13|P18,P11|P16,true
1444,9,10,P13|P5,P10|P4,P14|P18,true
1450,5,6,P12|P4,P19|P9,P18|P6,true
1451,3,4,P2|P4,P19|P8,P16|P19,true
1451,7,8,P12|P8,P17|P7,P16|P9,true
1453,2,3,P11|P18,P14|P8,P4|P6,true
1455,8,9,P16|P18,P2|P4,P20|P6,true
1456,9,10,P19|P2,P3|P5,P12|P3,true
1457,2,3,P13|P19,P10|P12,P2|P6,true
1459,6,7,P12|P4,P13|P15,P11|P19,true
1465,2,3,P12|P7,P14|P9,P3|P6,true
1467,6,7,P13|P9,P1|P14,P12|P16,true
1468,1,2,P6|P9,P7|P8,P10|P18,true
1468,3,4,P15|P3,P2|P4,P14|P6,true
1469,9,10,P2|P20,P13|P8,P10|P17,true
1470,6,7,P16|P19,P20|P8,P17|P20,true
1470,8,9,P10|P12,P1|P9,P4|P8,true
1473,5,6,P12|P13,P16|P5,P14|P4,true
1474,7,8,P5|P9,P16|P18,P14|P20,true
1474,8,9,P10|P7,P11|P2,P16|P20,true
1476,4,5,P13|P17,P12|P8,P10|P5,true
1478,9,10,P11|P19,P4|P7,P2|P9,true
1479,1,2,P10|P9,P1|P14,P6|P8,true
1480,8,9,P11|P2,P14|P5,P14|P8,true
1482,7,8,P19|P20,P10|P13,P12|P3,true
1483,3,4,P14|P3,P13|P6,P1|P10,true
1483,8,9,P13|P20,P4|P5,P17|P7,true
1484,8,9,P1|P20,P3|P6,P13|P7,true
1487,3,4,P5|P7,P19|P6,P12|P4,true
1487,9,10,P11|P8,P20|P9,P5|P6,true
1488,1,2,P5|P8,P2|P3,P1|P4,true
1489,1,2,P2|P8,P18|P7,P14|P9,true
1489,9,10,P12|P18,P13|P6,P17|P19,true
1490,7,8,P12|P16,P4|P5,P11|P14,true
1491,7,8,P13|P6,P1|P4,P11|P3,true
1492,9,10,P20|P8,P15|P16,P10|P5,true
1493,9,10,P11|P16,P15|P8,P4|P6,true
1494,6,7,P10|P2,P3|P8,P17|P6,true
1497,5,6,P5|P9,P6|P7,P10|P18,true
1498,1,2,P10|P3,P17|P6,P12|P15,true
1498,4,5,P13|P19,P4|P5,P17|P20,true
1500,5,6,P14|P18,P13|P16,P12|P19,true
1503,4,5,P2|P7,P16|P17,P10|P5,true
1503,8,9,P16|P7,P15|P8,P19|P8,true
1507,8,9,P12|P6,P1|P14,P13|P2,true
1508,5,6,P11|P2,P14|P15,P1|P18,true
1508,7,8,P12|P18,P19|P3,P3|P4,true
1513,7,8,P18|P7,P10|P9,P15|P4,true
1519,7,8,P14|P20,P19|P9,P1|P13,true
1520,7,8,P2|P5,P18|P8,P17|P19,true
1522,1,2,P5|P7,P16|P6,P11|P8,true
1524,4,5,P2|P6,P16|P9,P8|P9,true
1526,6,7,P11|P20,P17|P6,P2|P7,true
1526,7,8,P14|P9,P4|P8,P17|P18,true
1529,2,3,P13|P8,P1|P10,P17|P18,true
1530,4,5,P1|P20,P16|P4,P12|P8,true
1530,6,7,P10|P9,P12|P18,P11|P2,true
1534,2,3,P4|P8,P17|P19,P11|P9,true
1535,6,7,P20|P6,P18|P4,P17|P5,true
1536,1,2,P14|P20,P13|P3,P11|P9,true
1536,6,7,P17|P4,P11|P7,P1|P13,true
1536,7,8,P12|P5,P18|P20,P11|P19,true
1537,4,5,P10|P6,P1|P11,P13|P7,true
1538,2,3,P16|P20,P13|P18,P13|P2,true
1538,4,5,P12|P19,P6|P8,P13|P9,true
1542,5,6,P17|P9,P11|P19,P3|P7,true
1546,9,10,P19|P4,P14|P15,P3|P7,true
1547,2,3,P13|P19,P17|P3,P11|P20,true
1547,4,5,P5|P9,P11|P13,P16|P3,true
1548,3,4,P14|P16,P15|P8,P10|P11,true
1548,8,9,P2|P4,P3|P8,P10|P13,true
1549,2,3,P11|P2,P15|P17,P18|P20,true
1549,2,3,P18|P20,P12|P5,P11|P2,true
1549,3,4,P14|P16,P15|P8,P12|P9,true
1552,4,5,P1|P12,P15|P19,P20|P3,true
1552,6,7,P11|P9,P16|P18,P12|P4,true
1553,7,8,P4|P5,P12|P15,P14|P3,true
1554,5,6,P11|P14,P15|P3,P2|P3,true
1554,7,8,P12|P17,P4|P7,P14|P3,true
1555,5,6,P13|P15,P10|P7,P1|P7,true
1558,3,4,P3|P7,P15|P19,P10|P8,true
1564,4,5,P15|P16,P2|P20,P14|P7,true
1566,7,8,P16|P5,P15|P2,P12|P18,true
1568,9,10,P19|P6,P2|P5,P10|P8,true
1576,5,6,P10|P12,P17|P5,P3|P6,true
1577,5,6,P14|P4,P11|P16,P2|P9,true
1580,1,2,P1|P6,P11|P19,P13|P17,true
1580,2,3,P12|P5,P3|P4,P19|P9,true
1585,7,8,P4|P7,P2|P9,P15|P16,true
1588,9,10,P12|P4,P17|P6,P19|P2,true
1593,4,5,P10|P19,P1|P17,P15|P9,true
1597,4,5,P3|P4,P18|P19,P13|P20,true
1597,6,7,P2|P20,P11|P17,P14|P7,true
1598,4,5,P14|P8,P10|P3,P12|P17,true
1598,7,8,P6|P7,P12|P14,P18|P5,true
1599,1,2,P10|P19,P12|P7,P1|P4,true
1600,3,4,P7|P9,P16|P3,P17|P4,true
1600,5,6,P11|P4,P12|P13,P19|P6,true
1602,4,5,P1|P18,P19|P3,P6|P7,true
1602,6,7,P10|P8,P14|P3,P20|P7,true
1603,1,2,P11|P19,P10|P2,P4|P8,true
1603,7,8,P10|P17,P4|P6,P13|P5,true
1607,4,5,P15|P8,P1|P4,P11|P9,true
1609,9,10,P1|P20,P13|P16,P15|P19,true
1611,1,2,P14|P16,P10|P7,P8|P9,true
1612,3,4,P6|P9,P19|P7,P1|P17,true
1613,8,9,P11|P3,P17|P8,P1|P10,true
