simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
2402,6,7,P13|P4,P17|P18,P6|P8,true
2405,5,6,P18|P3,P1|P16,P10|P16,true
2405,6,7,P4|P6,P12|P19,P10|P3,true
2406,6,7,P2|P3,P6|P7,P11|P5,true
2406,7,8,P13|P9,P12|P18,P10|P8,true
2406,8,9,P20|P5,P12|P19,P1|P11,true
2412,5,6,P15|P2,P7|P8,P11|P3,true
2415,9,10,P15|P20,P12|P8,P19|P5,true
2416,5,6,P11|P19,P10|P5,P2|P20,true
2418,5,6,P16|P17,P1|P7,P10|P13,true
2421,4,5,P2|P5,P14|P9,P14|P16,true
2422,3,4,P13|P8,P15|P3,P18|P7,true
2422,6,7,P7|P8,P16|P3,P10|P13,true
2424,1,2,P10|P5,P20|P7,P12|P14,true
2424,7,8,P11|P7,P14|P15,P17|P19,true
2427,5,6,P15|P7,P14|P6,P18|P4,true
2429,4,5,P14|P17,P10|P16,P12|P8,true
2429,8,9,P15|P7,P16|P20,P11|P3,true
2430,4,5,P7|P8,P5|P9,P15|P4,true
2430,4,5,P15|P4,P16|P19,P7|P8,true
2432,7,8,P16|P8,P7|P9,P17|P3,true
2433,7,8,P14|P16,P13|P9,P12|P5,true
2434,2,3,P5|P6,P18|P8,P13|P9,true
2434,4,5,P6|P8,P20|P3,P12|P17,true
2436,5,6,P17|P6,P12|P2,P14|P20,true
2440,2,3,P1|P16,P12|P20,P11|P9,true
2443,9,10,P16|P19,P3|P6,P5|P7,true
2448,2,3,P10|P8,P16|P3,P18|P9,true
2449,3,4,P17|P20,P1|P12,P3|P7,true
2450,6,7,P11|P9,P13|P18,P16|P4,true
2453,7,8,P12|P9,P13|P3,P18|P19,true
2456,5,6,P15|P18,P1|P16,P13|P14,true
2458,1,2,P13|P20,P18|P19,P16|P3,true
2458,3,4,P4|P7,P16|P19,P1|P6,true
2459,2,3,P13|P15,P17|P18,P11|P9,true
2459,5,6,P10|P7,P5|P8,P17|P19,true
2460,8,9,P1|P15,P17|P4,P12|P20,true
2461,1,2,P3|P9,P16|P4,P5|P8,true
2462,5,6,P12|P14,P17|P7,P1|P8,true
2465,6,7,P11|P7,P14|P16,P1|P16,true
2465,7,8,P12|P9,P18|P6,P19|P4,true
2467,5,6,P18|P4,P17|P3,P1|P14,true
2469,1,2,P11|P5,P20|P7,P17|P19,true
2470,8,9,P13|P5,P15|P8,P16|P8,true
2474,4,5,P18|P8,P13|P2,P11|P7,true
2475,3,4,P17|P19,P3|P8,P4|P9,true
2476,5,6,P14|P8,P3|P9,P18|P19,true
2476,9,10,P14|P20,P3|P5,P19|P9,true
2478,5,6,P16|P17,P13|P7,P19|P5,true
2478,9,10,P10|P5,P1|P15,P11|P15,true
2479,7,8,P11|P7,P12|P4,P16|P6,true
2481,5,6,P3|P9,P14|P19,P17|P6,true
2490,2,3,P7|P9,P15|P2,P13|P8,true
2490,6,7,P11|P15,P10|P6,P1|P14,true
2492,3,4,P17|P20,P16|P6,P6|P8,true
2492,5,6,P1|P15,P2|P4,P14|P7,true
2493,7,8,P19|P3,P7|P8,P5|P8,true
2495,4,5,P15|P20,P1|P14,P16|P7,true
2499,9,10,P10|P4,P15|P20,P13|P15,true
2502,9,10,P17|P9,P11|P20,P10|P19,true
2503,5,6,P3|P7,P17|P5,P12|P8,true
2505,7,8,P15|P5,P13|P2,P3|P4,true
2505,8,9,P15|P5,P3|P4,P19|P20,true
2506,4,5,P11|P4,P13|P18,P12|P13,true
2506,5,6,P10|P20,P17|P5,P19|P5,true
2507,2,3,P10|P17,P18|P2,P7|P8,true
2507,9,10,P12|P13,P19|P9,P1|P8,true
2508,3,4,P20|P3,P18|P7,P19|P8,true
2508,5,6,P20|P8,P12|P16,P5|P7,true
2509,5,6,P11|P8,P12|P16,P20|P9,true
2512,8,9,P13|P8,P10|P19,P12|P20,true
2514,5,6,P11|P13,P1|P7,P12|P14,true
2514,9,10,P20|P7,P4|P5,P11|P12,true
2515,6,7,P18|P8,P12|P14,P5|P9,true
2516,4,5,P15|P6,P1|P9,P13|P14,true
2521,2,3,P6|P8,P16|P7,P14|P4,true
2521,4,5,P17|P3,P13|P6,P19|P20,true
2522,4,5,P6|P8,P12|P15,P14|P4,true
2522,7,8,P1|P11,P10|P12,P14|P2,true
2524,7,8,P13|P5,P15|P7,P10|P4,true
2525,1,2,P10|P2,P13|P9,P11|P17,true
2527,9,10,P18|P19,P20|P7,P17|P6,true
2530,8,9,P10|P4,P15|P18,P13|P2,true
2532,9,10,P13|P6,P10|P20,P1|P3,true
2535,5,6,P2|P3,P13|P4,P12|P8,true
2539,3,4,P13|P16,P15|P3,P20|P4,true
2540,8,9,P11|P6,P15|P9,P12|P17,true
2541,8,9,P12|P4,P19|P2,P3|P7,true
2541,8,9,P3|P7,P13|P8,P12|P4,true
2542,8,9,P6|P7,P11|P8,P14|P3,true
2543,4,5,P10|P2,P19|P6,P15|P20,true
2544,4,5,P5|P9,P2|P7,P17|P18,true
2545,6,7,P11|P3,P2|P6,P4|P7,true
2545,9,10,P16|P20,P11|P5,P13|P7,true
2548,3,4,P12|P7,P14|P8,P4|P6,true
2549,4,5,P17|P6,P8|P9,P1|P3,true
2550,5,6,P11|P15,P10|P8,P2|P9,true
2554,2,3,P10|P13,P15|P9,P1|P6,true
2556,4,5,P1|P10,P11|P4,P16|P20,true
2556,4,5,P16|P20,P19|P9,P1|P10,true
2557,5,6,P13|P16,P15|P6,P12|P14,true
2561,4,5,P16|P9,P10|P6,P1|P17,true
2565,7,8,P18|P19,P12|P7,P20|P8,true
2567,3,4,P15|P16,P12|P4,P14|P18,true
2568,4,5,P1|P2,P11|P4,P15|P19,true
2572,2,3,P10|P3,P12|P19,P17|P18,true
2572,8,9,P13|P19,P16|P3,P12|P2,true
2573,1,2,P11|P14,P13|P19,P2|P7,true
2573,4,5,P10|P4,P8|P9,P11|P17,true
2574,1,2,P17|P3,P13|P16,P18|P8,true
2576,6,7,P12|P18,P10|P9,P17|P19,true
2579,3,4,P18|P2,P20|P9,P17|P5,true
2579,5,6,P14|P16,P19|P20,P5|P9,true
2579,7,8,P13|P15,P20|P8,P10|P3,true
2579,8,9,P14|P9,P11|P17,P6|P8,true
2580,7,8,P15|P5,P4|P6,P10|P8,true
2580,8,9,P1|P2,P17|P4,P14|P15,true
2583,9,10,P10|P12,P2|P4,P5|P9,true
2585,5,6,P14|P16,P7|P8,P11|P15,true
2586,4,5,P11|P14,P2|P8,P15|P4,true
2587,4,5,P10|P14,P12|P3,P4|P6,true
2587,8,9,P3|P5,P11|P13,P14|P8,true
2587,9,10,P13|P6,P1|P7,P18|P9,true
2588,4,5,P19|P7,P18|P9,P1|P20,true
2588,8,9,P1|P8,P10|P5,P16|P3,true
2589,5,6,P15|P8,P20|P9,P2|P3,true
2590,9,10,P3|P4,P11|P8,P12|P8,true
2592,1,2,P1|P19,P18|P9,P13|P6,true
2592,3,4,P2|P5,P1|P18,P15|P8,true
2592,4,5,P13|P17,P11|P3,P10|P9,true
2592,5,6,P1|P8,P14|P3,P10|P15,true
2593,2,3,P3|P4,P14|P7,P13|P20,true
2594,8,9,P15|P9,P17|P20,P18|P2,true
2595,8,9,P6|P7,P15|P5,P14|P15,true
2596,2,3,P11|P6,P1|P9,P15|P16,true
2596,7,8,P12|P20,P16|P2,P17|P6,true
2596,9,10,P16|P18,P6|P8,P12|P3,true
2597,5,6,P10|P13,P18|P6,P1|P7,true
2600,8,9,P11|P5,P3|P6,P19|P9,true
2603,3,4,P13|P2,P12|P9,P16|P18,true
2603,9,10,P1|P8,P14|P3,P12|P17,true
2605,5,6,P10|P11,P1|P9,P16|P6,true
2608,5,6,P3|P4,P10|P18,P5|P6,true
2608,6,7,P5|P6,P3|P4,P15|P18,true
2609,3,4,P2|P4,P14|P18,P17|P3,true
2611,6,7,P11|P2,P1|P10,P13|P14,true
2613,4,5,P1|P15,P14|P8,P16|P19,true
2614,5,6,P11|P13,P1|P12,P1|P2,true
2614,6,7,P15|P4,P12|P19,P1|P5,true
2614,9,10,P2|P8,P12|P19,P18|P5,true
2615,1,2,P17|P20,P14|P2,P3|P6,true
2617,2,3,P10|P9,P12|P16,P15|P2,true
2618,8,9,P10|P13,P16|P8,P16|P7,true
2620,1,2,P1|P3,P18|P8,P12|P14,true
2622,3,4,P13|P9,P12|P2,P16|P4,true
2622,4,5,P3|P7,P1|P15,P16|P5,true
2623,9,10,P2|P4,P1|P17,P13|P7,true
2630,9,10,P11|P5,P4|P8,P14|P6,true
2631,8,9,P13|P3,P5|P7,P10|P4,true
2632,2,3,P12|P20,P15|P8,P10|P6,true
2633,1,2,P10|P11,P13|P14,P2|P6,true
2633,8,9,P18|P3,P16|P17,P10|P13,true
2639,7,8,P14|P16,P18|P19,P1|P8,true
2639,9,10,P19|P6,P12|P5,P13|P8,true
2641,3,4,P1|P11,P12|P2,P18|P7,true
2641,5,6,P20|P3,P12|P15,P15|P18,true
2642,6,7,P12|P5,P16|P7,P15|P9,true
2643,1,2,P19|P20,P13|P5,P11|P6,true
2643,5,6,P10|P7,P5|P9,P17|P19,true
2644,3,4,P12|P13,P16|P18,P1|P10,true
2644,5,6,P4|P7,P19|P3,P15|P17,true
2645,5,6,P19|P8,P6|P9,P3|P9,true
2647,2,3,P11|P12,P15|P16,P17|P6,true
2647,2,3,P17|P6,P13|P7,P11|P12,true
2649,3,4,P18|P9,P11|P14,P2|P6,true
2649,9,10,P16|P9,P17|P5,P10|P19,true
2650,1,2,P6|P9,P14|P7,P17|P18,true
2650,3,4,P14|P6,P15|P8,P18|P19,true
2653,6,7,P2|P4,P11|P9,P17|P7,true
2655,6,7,P13|P16,P11|P19,P10|P6,true
2655,7,8,P19|P20,P1|P8,P14|P2,true
2656,5,6,P20|P3,P13|P18,P12|P6,true
2656,8,9,P18|P19,P4|P9,P13|P17,true
2657,6,7,P17|P7,P14|P19,P16|P8,true
2658,3,4,P16|P6,P18|P19,P2|P8,true
2659,3,4,P13|P8,P18|P20,P14|P16,true
2659,5,6,P12|P6,P5|P9,P11|P7,true
2659,7,8,P13|P2,P1|P14,P10|P11,true
2660,1,2,P18|P20,P14|P5,P13|P16,true
2660,2,3,P18|P20,P13|P16,P11|P15,true
2662,8,9,P11|P14,P12|P16,P4|P6,true
2664,1,2,P12|P14,P19|P8,P13|P6,true
2667,5,6,P14|P4,P2|P3,P19|P6,true
2669,5,6,P11|P12,P15|P17,P13|P2,true
2672,8,9,P10|P11,P16|P3,P4|P6,true
2672,9,10,P5|P7,P13|P16,P12|P16,true
2673,4,5,P1|P7,P13|P4,P12|P14,true
2674,1,2,P12|P15,P11|P16,P18|P19,true
2675,9,10,P15|P16,P19|P8,P2|P4,true
2676,2,3,P4|P6,P17|P5,P13|P9,true
2677,4,5,P4|P5,P12|P6,P17|P18,true
2679,6,7,P17|P3,P12|P14,P15|P4,true
2681,4,5,P6|P9,P12|P18,P13|P7,true
2681,5,6,P2|P8,P19|P20,P15|P16,true
2682,9,10,P2|P9,P16|P6,P15|P3,true
2687,8,9,P14|P9,P17|P20,P1|P10,true
2688,4,5,P1|P11,P12|P8,P15|P20,true
2691,5,6,P15|P5,P10|P2,P7|P8,true
2693,8,9,P13|P4,P19|P5,P12|P6,true
2695,1,2,P11|P5,P16|P7,P14|P18,true
2695,5,6,P1|P20,P3|P7,P2|P6,true
2697,8,9,P12|P18,P1|P11,P4|P5,true
2698,4,5,P14|P18,P16|P4,P4|P8,true
2700,4,5,P2|P4,P18|P9,P11|P15,true
2700,6,7,P11|P4,P6|P8,P14|P7,true
2702,3,4,P19|P5,P15|P17,P1|P10,true
2703,3,4,P13|P17,P14|P15,P2|P8,true
2705,6,7,P11|P3,P14|P18,P12|P15,true
2708,6,7,P16|P2,P10|P11,P3|P7,true
2715,1,2,P3|P5,P15|P19,P20|P7,true
2715,5,6,P10|P6,P11|P4,P1|P18,true
2715,8,9,P19|P5,P8|P9,P20|P3,true
2717,5,6,P16|P2,P13|P14,P18|P7,true
2718,4,5,P12|P9,P14|P18,P16|P7,true
2718,7,8,P10|P11,P1|P9,P13|P18,true
2719,2,3,P14|P16,P12|P5,P20|P6,true
2719,7,8,P10|P12,P17|P6,P3|P7,true
2720,7,8,P10|P5,P11|P2,P14|P8,true
2721,1,2,P14|P6,P19|P2,P1|P15,true
2728,5,6,P6|P8,P18|P19,P1|P13,true
2729,4,5,P20|P3,P1|P2,P15|P7,true
2732,8,9,P3|P5,P10|P2,P16|P6,true
2734,9,10,P17|P6,P1|P12,P12|P13,true
2735,8,9,P15|P3,P11|P4,P14|P19,true
2736,6,7,P1|P15,P16|P2,P3|P6,true
2737,4,5,P13|P20,P1|P7,P10|P18,true
2737,9,10,P15|P5,P10|P17,P13|P16,true
2738,8,9,P13|P17,P15|P16,P5|P6,true
2740,3,4,P1|P15,P10|P4,P6|P7,true
2740,4,5,P3|P4,P17|P2,P18|P20,true
2740,7,8,P10|P19,P1|P12,P14|P7,true
2741,5,6,P17|P3,P2|P20,P20|P7,true
2742,2,3,P17|P9,P13|P20,P11|P12,true
2743,3,4,P1|P8,P10|P6,P12|P9,true
2743,6,7,P6|P8,P3|P7,P20|P3,true
2747,3,4,P10|P6,P13|P7,P11|P15,true
2749,3,4,P3|P7,P10|P18,P11|P8,true
2749,6,7,P18|P7,P2|P9,P1|P3,true
2750,5,6,P19|P3,P1|P12,P4|P5,true
2750,8,9,P2|P6,P1|P3,P1|P18,true
2751,9,10,P16|P17,P20|P8,P14|P15,true
2753,2,3,P10|P13,P5|P9,P15|P16,true
2755,7,8,P6|P7,P17|P3,P10|P15,true
2756,4,5,P20|P9,P19|P7,P10|P11,true
2757,8,9,P19|P2,P13|P17,P14|P16,true
2757,9,10,P12|P17,P18|P20,P7|P9,true
2762,8,9,P3|P9,P14|P19,P20|P5,true
2763,4,5,P2|P3,P12|P14,P10|P8,true
2764,8,9,P11|P6,P10|P5,P15|P2,true
2768,7,8,P17|P18,P19|P20,P15|P8,true
2772,1,2,P18|P20,P14|P16,P3|P9,true
2775,9,10,P11|P13,P12|P6,P10|P6,true
2776,6,7,P11|P14,P4|P6,P1|P8,true
2777,1,2,P10|P3,P15|P6,P16|P19,true
2778,4,5,P19|P8,P2|P5,P13|P4,true
2779,6,7,P13|P7,P20|P9,P10|P17,true
2782,5,6,P13|P18,P1|P3,P10|P7,true
2786,7,8,P10|P4,P18|P6,P1|P12,true
2790,2,3,P19|P7,P17|P3,P15|P2,true
2795,5,6,P3|P6,P20|P4,P15|P2,true
2796,1,2,P1|P2,P8|P9,P11|P16,true
2797,4,5,P11|P7,P12|P19,P4|P6,true
2797,8,9,P16|P17,P1|P6,P20|P5,true
2798,3,4,P5|P8,P1|P7,P12|P13,true
2798,3,4,P12|P13,P16|P2,P5|P8,true
2798,5,6,P1|P3,P13|P19,P12|P7,true
2799,5,6,P14|P15,P16|P18,P17|P7,true
2799,9,10,P14|P16,P6|P8,P10|P4,true
2800,5,6,P20|P9,P11|P17,P5|P8,true
2804,7,8,P14|P9,P11|P2,P19|P2,true
2806,3,4,P10|P3,P14|P18,P13|P20,true
2810,6,7,P1|P19,P10|P16,P13|P4,true
2810,8,9,P18|P2,P5|P9,P12|P9,true
2811,8,9,P8|P9,P14|P7,P12|P13,true
2817,6,7,P1|P16,P11|P20,P14|P7,true
2818,1,2,P20|P8,P16|P17,P11|P3,true
2821,8,9,P15|P20,P3|P5,P1|P9,true
2821,9,10,P10|P11,P19|P4,P20|P5,true
2823,3,4,P16|P6,P11|P2,P15|P19,true
2823,4,5,P10|P4,P11|P3,P17|P20,true
2825,4,5,P16|P7,P1|P10,P1|P2,true
2825,9,10,P12|P13,P5|P7,P11|P17,true
2834,2,3,P19|P2,P10|P20,P15|P7,true
2835,1,2,P17|P20,P15|P4,P10|P12,true
2835,3,4,P16|P8,P10|P17,P11|P4,true
2836,6,7,P10|P16,P5|P6,P20|P3,true
2838,2,3,P17|P19,P13|P18,P11|P6,true
2840,5,6,P15|P18,P12|P4,P17|P2,true
2841,9,10,P14|P4,P1|P18,P10|P20,true
2844,4,5,P11|P20,P5|P7,P1|P9,true
2847,7,8,P15|P16,P18|P19,P3|P6,true
2849,7,8,P10|P16,P2|P4,P17|P20,true
2852,2,3,P11|P19,P1|P2,P12|P8,true
2852,4,5,P12|P3,P14|P17,P13|P2,true
2853,6,7,P1|P10,P11|P17,P11|P18,true
2855,8,9,P15|P19,P14|P4,P10|P16,true
2856,6,7,P7|P8,P10|P4,P12|P17,true
2858,8,9,P10|P16,P11|P19,P4|P6,true
2859,6,7,P20|P5,P1|P14,P11|P12,true
2861,9,10,P20|P9,P10|P15,P10|P16,true
2863,6,7,P11|P14,P15|P9,P13|P20,true
2863,9,10,P16|P18,P11|P5,P13|P14,true
2866,4,5,P11|P16,P2|P5,P3|P8,true
2867,6,7,P5|P7,P13|P2,P10|P11,true
2868,8,9,P11|P16,P17|P9,P10|P12,true
2869,4,5,P12|P14,P16|P3,P11|P20,true
2870,7,8,P18|P4,P2|P20,P17|P3,true
2873,4,5,P17|P19,P12|P5,P15|P8,true
2873,8,9,P13|P7,P16|P19,P12|P18,true
2875,7,8,P20|P4,P14|P15,P13|P18,true
2876,2,3,P15|P20,P18|P5,P1|P8,true
2890,5,6,P18|P4,P13|P15,P14|P5,true
2890,5,6,P14|P5,P16|P6,P18|P4,true
2891,5,6,P11|P7,P5|P6,P12|P15,true
2891,7,8,P3|P4,P2|P8,P10|P15,true
2893,8,9,P13|P20,P10|P2,P11|P14,true
2895,5,6,P2|P6,P18|P5,P13|P4,true
2897,6,7,P6|P9,P1|P20,P12|P16,true
2898,9,10,P13|P8,P11|P12,P15|P6,true
2899,8,9,P7|P9,P10|P4,P1|P13,true
2900,4,5,P11|P14,P13|P20,P3|P6,true
2900,8,9,P10|P7,P12|P15,P1|P4,true
2901,2,3,P5|P6,P1|P20,P13|P4,true
2905,3,4,P15|P8,P5|P9,P17|P3,true
2907,2,3,P3|P4,P14|P17,P12|P16,true
2907,4,5,P20|P9,P18|P19,P13|P17,true
2909,2,3,P14|P17,P19|P7,P12|P9,true
2910,2,3,P16|P6,P18|P9,P4|P8,true
2911,9,10,P19|P7,P2|P20,P12|P18,true
2912,1,2,P17|P19,P16|P18,P3|P5,true
2913,3,4,P7|P9,P1|P8,P15|P20,true
2913,6,7,P20|P9,P11|P17,P18|P6,true
2914,2,3,P4|P5,P11|P14,P15|P6,true
2915,9,10,P15|P9,P10|P16,P20|P5,true
2918,6,7,P15|P8,P2|P7,P14|P19,true
2918,9,10,P13|P18,P1|P14,P11|P4,true
2920,2,3,P1|P2,P10|P15,P17|P9,true
2920,4,5,P16|P18,P1|P4,P3|P8,true
2921,6,7,P10|P7,P4|P6,P1|P4,true
2923,9,10,P10|P7,P3|P6,P20|P5,true
2926,3,4,P2|P5,P10|P12,P3|P6,true
2926,4,5,P11|P17,P20|P7,P1|P5,true
2927,3,4,P12|P8,P18|P6,P14|P16,true
2927,7,8,P17|P3,P1|P9,P4|P5,true
2928,5,6,P4|P5,P11|P17,P12|P7,true
2929,1,2,P11|P6,P15|P2,P13|P19,true
2930,8,9,P14|P20,P3|P9,P1|P13,true
2933,4,5,P12|P3,P2|P4,P10|P11,true
2933,7,8,P8|P9,P20|P4,P10|P14,true
2934,4,5,P10|P13,P1|P5,P11|P6,true
2935,5,6,P15|P19,P10|P12,P10|P6,true
2936,5,6,P13|P8,P15|P16,P19|P9,true
2939,2,3,P14|P15,P3|P5,P10|P2,true
2940,5,6,P7|P8,P15|P6,P19|P20,true
2940,7,8,P11|P3,P15|P16,P10|P9,true
2942,7,8,P14|P15,P16|P5,P3|P9,true
2943,5,6,P10|P11,P18|P7,P4|P7,true
2945,6,7,P12|P2,P14|P20,P1|P11,true
2945,7,8,P10|P3,P20|P7,P17|P20,true
2945,8,9,P14|P6,P16|P2,P1|P5,true
2946,8,9,P16|P18,P2|P8,P19|P3,true
2947,2,3,P17|P18,P11|P19,P10|P6,true
2948,2,3,P13|P20,P4|P8,P11|P19,true
2948,5,6,P1|P4,P11|P5,P10|P20,true
2949,7,8,P3|P6,P12|P15,P10|P19,true
2949,8,9,P12|P13,P11|P2,P17|P20,true
2951,6,7,P10|P6,P20|P5,P14|P17,true
2952,2,3,P10|P9,P12|P13,P16|P18,true
2952,8,9,P15|P2,P17|P18,P10|P16,true
2954,8,9,P1|P19,P10|P16,P20|P6,true
2954,9,10,P20|P6,P1|P19,P2|P8,true
2955,2,3,P10|P20,P19|P3,P8|P9,true
2955,9,10,P2|P3,P1|P14,P12|P6,true
2957,4,5,P2|P20,P15|P16,P17|P19,true
2964,2,3,P16|P3,P15|P7,P1|P9,true
2964,7,8,P11|P9,P10|P3,P12|P5,true
2966,7,8,P17|P6,P16|P7,P2|P8,true
2971,5,6,P12|P19,P18|P6,P1|P10,true
2972,5,6,P1|P12,P10|P16,P14|P15,true
2973,3,4,P1|P17,P14|P2,P18|P19,true
2987,3,4,P15|P7,P10|P3,P13|P18,true
2989,5,6,P14|P18,P19|P5,P10|P13,true
2990,3,4,P13|P3,P2|P6,P15|P20,true
2992,6,7,P3|P4,P13|P18,P15|P9,true
2993,2,3,P3|P8,P13|P20,P16|P9,true
2993,7,8,P13|P9,P15|P19,P5|P8,true
2997,4,5,P2|P8,P1|P7,P12|P19,true
2999,7,8,P20|P7,P14|P8,P17|P9,true
3000,9,10,P1|P14,P3|P5,P15|P6,true
3002,1,2,P15|P6,P13|P19,P2|P3,true
3002,9,10,P14|P18,P2|P7,P17|P8,true
3004,8,9,P10|P8,P2|P4,P14|P9,true
3009,3,4,P16|P19,P11|P7,P18|P3,true
3010,6,7,P14|P18,P1|P6,P10|P13,true
3012,1,2,P3|P7,P1|P19,P20|P9,true
3016,3,4,P10|P17,P15|P16,P20|P8,true
3016,8,9,P13|P18,P10|P8,P19|P20,true
3019,3,4,P17|P18,P13|P9,P12|P8,true
3020,7,8,P18|P3,P16|P4,P12|P5,true
3021,3,4,P16|P6,P18|P20,P14|P17,true
3022,2,3,P3|P9,P18|P4,P13|P15,true
3022,9,10,P12|P2,P13|P7,P14|P5,true
3023,7,8,P14|P16,P11|P18,P5|P6,true
3023,9,10,P17|P7,P19|P6,P4|P5,true
3025,3,4,P16|P17,P6|P9,P8|P9,true
3027,8,9,P19|P8,P16|P20,P13|P5,true
3030,2,3,P5|P6,P12|P15,P11|P18,true
3030,6,7,P11|P13,P16|P17,P2|P7,true
3031,9,10,P10|P2,P1|P9,P15|P18,true
3033,7,8,P13|P20,P4|P5,P2|P7,true
3035,7,8,P15|P20,P14|P17,P11|P13,true
3035,8,9,P17|P19,P1|P3,P13|P18,true
3035,9,10,P13|P18,P17|P19,P10|P4,true
3036,8,9,P12|P5,P10|P17,P20|P4,true
3037,6,7,P13|P3,P19|P6,P14|P2,true
3038,1,2,P2|P5,P12|P17,P20|P6,true
3039,3,4,P13|P15,P7|P9,P8|P9,true
3040,8,9,P15|P17,P16|P18,P5|P8,true
3044,2,3,P15|P17,P12|P4,P18|P20,true
3046,6,7,P12|P18,P11|P2,P10|P7,true
3050,6,7,P10|P6,P14|P17,P15|P4,true
3051,4,5,P18|P3,P10|P16,P14|P5,true
3055,3,4,P7|P9,P12|P6,P4|P6,true
3058,3,4,P2|P5,P1|P12,P13|P19,true
3060,7,8,P5|P8,P11|P4,P10|P16,true
3060,7,8,P10|P16,P1|P6,P5|P8,true
3062,8,9,P20|P7,P15|P8,P19|P9,true
3062,8,9,P19|P9,P10|P5,P20|P7,true
3065,5,6,P13|P18,P15|P9,P11|P5,true
3065,8,9,P12|P20,P6|P7,P2|P5,true
3066,7,8,P16|P9,P12|P17,P12|P3,true
3067,4,5,P1|P7,P3|P4,P17|P9,true
3069,5,6,P20|P5,P4|P6,P7|P8,true
3070,3,4,P1|P3,P19|P4,P20|P4,true
3072,1,2,P13|P15,P14|P18,P10|P11,true
3073,4,5,P3|P7,P4|P8,P10|P15,true
3073,5,6,P13|P19,P17|P18,P2|P8,true
3077,5,6,P16|P9,P2|P8,P1|P20,true
3077,7,8,P11|P9,P20|P8,P15|P16,true
3078,8,9,P14|P15,P5|P9,P12|P2,true
3086,4,5,P20|P6,P1|P7,P12|P14,true
3087,5,6,P1|P14,P11|P20,P18|P4,true
3088,3,4,P14|P20,P1|P6,P4|P7,true
3088,6,7,P17|P8,P14|P15,P13|P7,true
3090,7,8,P6|P8,P1|P3,P16|P19,true
3091,4,5,P6|P8,P1|P20,P17|P5,true
3091,6,7,P11|P4,P13|P9,P15|P18,true
3092,7,8,P1|P13,P6|P9,P19|P2,true
3094,4,5,P10|P4,P18|P5,P14|P19,true
3096,3,4,P15|P17,P19|P4,P14|P2,true
3096,7,8,P3|P6,P1|P17,P11|P14,true
3098,9,10,P20|P4,P7|P8,P14|P5,true
3100,3,4,P2|P7,P10|P3,P10|P15,true
3100,7,8,P13|P14,P2|P8,P16|P9,true
3102,2,3,P5|P9,P10|P7,P13|P17,true
3102,8,9,P10|P5,P15|P8,P19|P4,true
3103,9,10,P12|P3,P1|P4,P14|P20,true
3107,2,3,P16|P18,P2|P7,P12|P5,true
3107,6,7,P1|P5,P11|P13,P16|P2,true
3109,1,2,P1|P4,P14|P8,P20|P9,true
3109,9,10,P1|P6,P11|P16,P2|P8,true
3113,5,6,P15|P6,P2|P7,P1|P5,true
3114,2,3,P1|P2,P18|P3,P10|P6,true
3114,7,8,P11|P5,P1|P19,P20|P8,true
3115,2,3,P16|P18,P7|P8,P12|P19,true
3117,6,7,P10|P13,P18|P2,P18|P20,true
3120,6,7,P4|P7,P13|P8,P12|P16,true
3121,5,6,P10|P4,P17|P18,P12|P6,true
3123,8,9,P11|P4,P13|P9,P2|P20,true
3123,8,9,P2|P20,P18|P6,P11|P4,true
3124,6,7,P14|P5,P18|P2,P10|P4,true
3127,5,6,P10|P5,P11|P16,P12|P13,true
3128,4,5,P16|P4,P2|P20,P13|P8,true
3128,9,10,P17|P19,P18|P6,P12|P16,true
3129,3,4,P13|P19,P11|P5,P4|P6,true
3130,5,6,P16|P8,P13|P2,P1|P3,true
3132,1,2,P10|P7,P12|P18,P14|P17,true
3134,1,2,P16|P20,P14|P18,P11|P7,true
3135,7,8,P11|P13,P1|P19,P14|P4,true
3136,7,8,P11|P15,P12|P4,P16|P5,true
3136,8,9,P10|P3,P6|P7,P20|P5,true
3136,9,10,P19|P6,P14|P18,P12|P5,true
3139,9,10,P14|P7,P11|P15,P13|P19,true
3141,8,9,P14|P19,P13|P18,P5|P9,true
3143,2,3,P10|P9,P3|P8,P1|P19,true
3145,8,9,P1|P16,P13|P15,P18|P19,true
3146,2,3,P16|P5,P10|P11,P13|P8,true
3146,9,10,P1|P12,P17|P9,P13|P17,true
3148,7,8,P20|P5,P16|P9,P11|P7,true
3149,6,7,P14|P5,P1|P10,P15|P20,true
3152,9,10,P19|P5,P2|P20,P10|P13,true
3154,8,9,P13|P15,P11|P20,P1|P8,true
3155,4,5,P16|P4,P12|P13,P10|P14,true
3158,2,3,P18|P2,P12|P3,P16|P4,true
3159,8,9,P6|P8,P19|P7,P1|P4,true
3160,2,3,P14|P16,P15|P19,P6|P9,true
3164,1,2,P16|P19,P18|P2,P15|P9,true
3164,7,8,P5|P6,P17|P7,P18|P4,true
3166,6,7,P14|P8,P1|P19,P20|P9,true
3168,4,5,P14|P15,P5|P9,P1|P17,true
3172,6,7,P10|P9,P12|P8,P3|P4,true
3174,7,8,P17|P19,P13|P15,P5|P8,true
3174,9,10,P1|P3,P10|P4,P18|P5,true
3175,2,3,P10|P7,P15|P2,P13|P3,true
3178,8,9,P1|P3,P13|P9,P11|P20,true
3180,3,4,P13|P5,P10|P14,P14|P18,true
3180,4,5,P3|P7,P11|P15,P16|P19,true
